,Elecciones,Sección,cod_ccaa,cod_prov,cod_mun,cod_sec,CCAA,Provincia,Municipio,Distrito,Censo_Esc,Votos_Total,Participación,Nulos,Votos_Válidos,Blanco,V_Cand,PP,PSOE,Cs,UP,IU,VOX,UPyD,MP,CiU,ERC,JxC,CUP,DiL,PNV,Bildu,Amaiur,CC,FA,TE,BNG,PRC,GBai,Compromis,PACMA,Otros,% PP,% PSOE,% UP,% VOX,% Cs,% IU,Ganador,Segundo,Tercero,Cuarto,Quinto,Población Total,Hombres,Mujeres,% mayores 65 años,% 20-64 años,% menores 19 años,Afiliados SS Minicipio,% Afiliados SS autónomos,% Afiliados SS / Población,Paro Registrado Municipio,% Paro Hombres,% Paro mayores 45,% Paro s/ Afiliados SS Municipio,Renta persona 2017,Renta persona 2015,Renta hogar 2017,Renta hogar 2015,Renta Salarios 2018,Renta Salarios 2015,Renta Pensiones 2018,Renta Pensiones 2015,Renta Desempleo 2018,Renta Desempleo 2015,metadata_vectorial,contexto
67943,Noviembre 2019,022019111153002301004,15,30,30023,3002301004,Murcia,Murcia,Librilla,01,603,441,0.73134327,8,433,1,432,124,126,19,62,0,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.28637412,0.29099306,0.14318706,0.2078522,0.043879908,0.0,PSOE,PP,VOX,UP,Cs,794,404,390,0.22418135,0.5906801,0.18513854,1892.0,0.16437632,2.3828716,474.0,0.3649789,0.4599156,0.20033813,9336.0,8790.0,24007.0,23125.0,6343.0,5272.0,2612.0,2664.0,378.0,447.0,"elecciones: Noviembre 2019. municipio: Librilla. provincia: Murcia. elecciones: Noviembre 2019. municipio: Librilla. provincia: Murcia. elecciones: Noviembre 2019. municipio: Librilla. elecciones: Noviembre 2019. Resultados electorales de Noviembre 2019 en la sección 3002301004 del distrito 01 en el municipio de Librilla de la provincia Murcia. La participación electoral fue del 73.1%. El partido más votado fue el PSOE, el segundo fue el PP, el tercero fue el VOX, el cuarto fue el UP, y el quinto fue el Cs .Contexto socioeconómico: Renta media por persona de 9336.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 238.29%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 22.4%, y un porcentaje de menores de 19 años del 18.5%. Perfil de voto: PP(28.64%), PSOE(29.10%), VOX(20.79%), Cs(4.39%), IU(0.00%), UP(14.32%).","Resultados electorales de Noviembre 2019 en la sección 3002301004 del distrito 01 en el municipio de Librilla de la provincia Murcia. La participación electoral fue del 73.1%. El partido más votado fue el PSOE, el segundo fue el PP, el tercero fue el VOX, el cuarto fue el UP, y el quinto fue el Cs . Contexto socioeconómico: Renta media por persona de 9336.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 238.29%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 22.4%, y un porcentaje de menores de 19 años del 18.5%. Perfil de voto: PP(28.64%), PSOE(29.10%), VOX(20.79%), Cs(4.39%), IU(0.00%), UP(14.32%)."
87775,Noviembre 2011,022011111084701001004,08,47,47010,4701001004,Castilla y León,Valladolid,Arroyo De La Encomienda,01,1214,906,0.74629325,10,896,14,882,451,237,0,0,71,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0.50334823,0.26450893,0.0,0.0,0.0,0.079241075,PP,PSOE,UPyD,IU,Otros,1688,859,829,0.062796205,0.68838865,0.24881516,3440.0,0.2752907,2.0379148,1327.0,0.43180105,0.24717408,0.27837214,11811.0,11206.0,31623.0,30039.0,11465.0,10085.0,1727.0,1606.0,267.0,333.0,"elecciones: Noviembre 2011. municipio: Arroyo De La Encomienda. provincia: Valladolid. elecciones: Noviembre 2011. municipio: Arroyo De La Encomienda. provincia: Valladolid. elecciones: Noviembre 2011. municipio: Arroyo De La Encomienda. elecciones: Noviembre 2011. Resultados electorales de Noviembre 2011 en la sección 4701001004 del distrito 01 en el municipio de Arroyo De La Encomienda de la provincia Valladolid. La participación electoral fue del 74.6%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UPyD, el cuarto fue el IU, y el quinto fue el Otros .Contexto socioeconómico: Renta media por persona de 11811.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 203.79%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 6.3%, y un porcentaje de menores de 19 años del 24.9%. Perfil de voto: PP(50.33%), PSOE(26.45%), VOX(0.00%), Cs(0.00%), IU(7.92%), UP(0.00%).","Resultados electorales de Noviembre 2011 en la sección 4701001004 del distrito 01 en el municipio de Arroyo De La Encomienda de la provincia Valladolid. La participación electoral fue del 74.6%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UPyD, el cuarto fue el IU, y el quinto fue el Otros . Contexto socioeconómico: Renta media por persona de 11811.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 203.79%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 6.3%, y un porcentaje de menores de 19 años del 24.9%. Perfil de voto: PP(50.33%), PSOE(26.45%), VOX(0.00%), Cs(0.00%), IU(7.92%), UP(0.00%)."
75224,Noviembre 2011,022011111012100301001,01,21,21003,2100301001,Andalucía,Huelva,El Almendro,01,691,540,0.78147614,4,536,7,529,57,396,0,0,63,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.106343284,0.73880595,0.0,0.0,0.0,0.11753731,PSOE,IU,PP,Otros,UPyD,859,454,405,0.20139697,0.61816067,0.18044238,245.0,0.20408164,0.28521538,202.0,0.46534654,0.38613862,0.45190156,8653.0,7906.0,19610.0,18344.0,5978.0,4881.0,2577.0,2360.0,544.0,621.0,"elecciones: Noviembre 2011. municipio: El Almendro. provincia: Huelva. elecciones: Noviembre 2011. municipio: El Almendro. provincia: Huelva. elecciones: Noviembre 2011. municipio: El Almendro. elecciones: Noviembre 2011. Resultados electorales de Noviembre 2011 en la sección 2100301001 del distrito 01 en el municipio de El Almendro de la provincia Huelva. La participación electoral fue del 78.1%. El partido más votado fue el PSOE, el segundo fue el IU, el tercero fue el PP, el cuarto fue el Otros, y el quinto fue el UPyD .Contexto socioeconómico: Renta media por persona de 8653.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 28.52%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 20.1%, y un porcentaje de menores de 19 años del 18.0%. Perfil de voto: PP(10.63%), PSOE(73.88%), VOX(0.00%), Cs(0.00%), IU(11.75%), UP(0.00%).","Resultados electorales de Noviembre 2011 en la sección 2100301001 del distrito 01 en el municipio de El Almendro de la provincia Huelva. La participación electoral fue del 78.1%. El partido más votado fue el PSOE, el segundo fue el IU, el tercero fue el PP, el cuarto fue el Otros, y el quinto fue el UPyD . Contexto socioeconómico: Renta media por persona de 8653.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 28.52%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 20.1%, y un porcentaje de menores de 19 años del 18.0%. Perfil de voto: PP(10.63%), PSOE(73.88%), VOX(0.00%), Cs(0.00%), IU(11.75%), UP(0.00%)."
69251,Noviembre 2019,022019111170301404042,17,03,03014,0301404042,C. Valenciana,Alicante,Alicante / Alacant,04,2123,1643,0.77390486,6,1637,12,1625,437,363,235,149,0,374,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0.26695174,0.2217471,0.09102016,0.2284667,0.14355528,0.0,PP,VOX,PSOE,Cs,UP,3235,1583,1652,0.08902627,0.6015456,0.30942813,183456.0,0.10757348,56.709736,34757.0,0.43933597,0.5490405,0.15928015,13984.0,13227.0,38064.0,35369.0,13353.0,12225.0,1602.0,1429.0,210.0,219.0,"elecciones: Noviembre 2019. municipio: Alicante / Alacant. provincia: Alicante. elecciones: Noviembre 2019. municipio: Alicante / Alacant. provincia: Alicante. elecciones: Noviembre 2019. municipio: Alicante / Alacant. elecciones: Noviembre 2019. Resultados electorales de Noviembre 2019 en la sección 0301404042 del distrito 04 en el municipio de Alicante / Alacant de la provincia Alicante. La participación electoral fue del 77.4%. El partido más votado fue el PP, el segundo fue el VOX, el tercero fue el PSOE, el cuarto fue el Cs, y el quinto fue el UP .Contexto socioeconómico: Renta media por persona de 13984.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 5670.97%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 8.9%, y un porcentaje de menores de 19 años del 30.9%. Perfil de voto: PP(26.70%), PSOE(22.17%), VOX(22.85%), Cs(14.36%), IU(0.00%), UP(9.10%).","Resultados electorales de Noviembre 2019 en la sección 0301404042 del distrito 04 en el municipio de Alicante / Alacant de la provincia Alicante. La participación electoral fue del 77.4%. El partido más votado fue el PP, el segundo fue el VOX, el tercero fue el PSOE, el cuarto fue el Cs, y el quinto fue el UP . Contexto socioeconómico: Renta media por persona de 13984.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 5670.97%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 8.9%, y un porcentaje de menores de 19 años del 30.9%. Perfil de voto: PP(26.70%), PSOE(22.17%), VOX(22.85%), Cs(14.36%), IU(0.00%), UP(9.10%)."
18706,Abril 2019,022019041090818402005,09,08,08184,0818402005,Cataluña,Barcelona,Rubí,02,932,675,0.72424895,6,669,5,664,20,163,103,125,0,47,0,0,0,146,27,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0.029895367,0.24364723,0.18684603,0.07025411,0.15396114,0.0,PSOE,ERC,UP,Cs,VOX,1212,634,578,0.15924093,0.6138614,0.22689769,24920.0,0.17403692,20.561056,5616.0,0.41381767,0.56517094,0.18391407,11790.0,11003.0,34011.0,32212.0,9624.0,8278.0,2588.0,2561.0,304.0,321.0,"elecciones: Abril 2019. municipio: Rubí. provincia: Barcelona. elecciones: Abril 2019. municipio: Rubí. provincia: Barcelona. elecciones: Abril 2019. municipio: Rubí. elecciones: Abril 2019. Resultados electorales de Abril 2019 en la sección 0818402005 del distrito 02 en el municipio de Rubí de la provincia Barcelona. La participación electoral fue del 72.4%. El partido más votado fue el PSOE, el segundo fue el ERC, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el VOX .Contexto socioeconómico: Renta media por persona de 11790.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 2056.11%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 15.9%, y un porcentaje de menores de 19 años del 22.7%. Perfil de voto: PP(2.99%), PSOE(24.36%), VOX(7.03%), Cs(15.40%), IU(0.00%), UP(18.68%).","Resultados electorales de Abril 2019 en la sección 0818402005 del distrito 02 en el municipio de Rubí de la provincia Barcelona. La participación electoral fue del 72.4%. El partido más votado fue el PSOE, el segundo fue el ERC, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el VOX . Contexto socioeconómico: Renta media por persona de 11790.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 2056.11%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 15.9%, y un porcentaje de menores de 19 años del 22.7%. Perfil de voto: PP(2.99%), PSOE(24.36%), VOX(7.03%), Cs(15.40%), IU(0.00%), UP(18.68%)."
33169,Abril 2019,022019041170303104002,17,03,03031,0303104002,C. Valenciana,Alicante,Benidorm,04,1353,1000,0.7390983,8,992,3,989,196,228,267,122,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,7,0.19758065,0.22983871,0.12298387,0.13104838,0.26915324,0.0,Cs,PSOE,PP,VOX,UP,2073,1033,1040,0.20067535,0.58803666,0.21128799,29714.0,0.15770344,14.333816,6569.0,0.4181763,0.5550312,0.18104897,12292.0,11103.0,30595.0,27391.0,8963.0,7480.0,3015.0,2632.0,310.0,361.0,"elecciones: Abril 2019. municipio: Benidorm. provincia: Alicante. elecciones: Abril 2019. municipio: Benidorm. provincia: Alicante. elecciones: Abril 2019. municipio: Benidorm. elecciones: Abril 2019. Resultados electorales de Abril 2019 en la sección 0303104002 del distrito 04 en el municipio de Benidorm de la provincia Alicante. La participación electoral fue del 73.9%. El partido más votado fue el Cs, el segundo fue el PSOE, el tercero fue el PP, el cuarto fue el VOX, y el quinto fue el UP .Contexto socioeconómico: Renta media por persona de 12292.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 1433.38%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 20.1%, y un porcentaje de menores de 19 años del 21.1%. Perfil de voto: PP(19.76%), PSOE(22.98%), VOX(13.10%), Cs(26.92%), IU(0.00%), UP(12.30%).","Resultados electorales de Abril 2019 en la sección 0303104002 del distrito 04 en el municipio de Benidorm de la provincia Alicante. La participación electoral fue del 73.9%. El partido más votado fue el Cs, el segundo fue el PSOE, el tercero fue el PP, el cuarto fue el VOX, y el quinto fue el UP . Contexto socioeconómico: Renta media por persona de 12292.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 1433.38%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 20.1%, y un porcentaje de menores de 19 años del 21.1%. Perfil de voto: PP(19.76%), PSOE(22.98%), VOX(13.10%), Cs(26.92%), IU(0.00%), UP(12.30%)."
95426,Noviembre 2011,022011111111506501001,11,15,15065,1506501001,Galicia,La Coruña,Padrón,01,978,775,0.79243356,10,765,13,752,390,218,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,1,6,0.50980395,0.28496733,0.0,0.0,0.0,0.015686275,PP,PSOE,BNG,IU,UPyD,1141,541,600,0.21121822,0.63102543,0.15775636,3139.0,0.19719656,2.7510955,1084.0,0.48708487,0.38837638,0.25668955,10045.0,8647.0,27318.0,24018.0,7742.0,6231.0,2842.0,2825.0,317.0,342.0,"elecciones: Noviembre 2011. municipio: Padrón. provincia: La Coruña. elecciones: Noviembre 2011. municipio: Padrón. provincia: La Coruña. elecciones: Noviembre 2011. municipio: Padrón. elecciones: Noviembre 2011. Resultados electorales de Noviembre 2011 en la sección 1506501001 del distrito 01 en el municipio de Padrón de la provincia La Coruña. La participación electoral fue del 79.2%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el BNG, el cuarto fue el IU, y el quinto fue el UPyD .Contexto socioeconómico: Renta media por persona de 10045.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 275.11%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 21.1%, y un porcentaje de menores de 19 años del 15.8%. Perfil de voto: PP(50.98%), PSOE(28.50%), VOX(0.00%), Cs(0.00%), IU(1.57%), UP(0.00%).","Resultados electorales de Noviembre 2011 en la sección 1506501001 del distrito 01 en el municipio de Padrón de la provincia La Coruña. La participación electoral fue del 79.2%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el BNG, el cuarto fue el IU, y el quinto fue el UPyD . Contexto socioeconómico: Renta media por persona de 10045.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 275.11%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 21.1%, y un porcentaje de menores de 19 años del 15.8%. Perfil de voto: PP(50.98%), PSOE(28.50%), VOX(0.00%), Cs(0.00%), IU(1.57%), UP(0.00%)."
29953,Abril 2019,022019041142006301006,14,20,20063,2006301006,País Vasco,Gipúzcoa,Oiartzun,01,1004,770,0.76693225,6,764,11,753,10,48,10,128,0,5,0,0,0,0,0,0,0,199,349,0,0,0,0,0,0,0,0,2,2,0.013089005,0.06282722,0.16753927,0.0065445025,0.013089005,0.0,Bildu,PNV,UP,PSOE,PP,1239,599,640,0.17271994,0.637611,0.18966909,9811.0,0.10029559,7.918483,896.0,0.42299107,0.4799107,0.08368357,14722.0,13864.0,39142.0,37009.0,8314.101,7306.836,3178.3896,2940.9631,289.49832,346.34842,"elecciones: Abril 2019. municipio: Oiartzun. provincia: Gipúzcoa. elecciones: Abril 2019. municipio: Oiartzun. provincia: Gipúzcoa. elecciones: Abril 2019. municipio: Oiartzun. elecciones: Abril 2019. Resultados electorales de Abril 2019 en la sección 2006301006 del distrito 01 en el municipio de Oiartzun de la provincia Gipúzcoa. La participación electoral fue del 76.7%. El partido más votado fue el Bildu, el segundo fue el PNV, el tercero fue el UP, el cuarto fue el PSOE, y el quinto fue el PP .Contexto socioeconómico: Renta media por persona de 14722.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 791.85%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 17.3%, y un porcentaje de menores de 19 años del 19.0%. Perfil de voto: PP(1.31%), PSOE(6.28%), VOX(0.65%), Cs(1.31%), IU(0.00%), UP(16.75%).","Resultados electorales de Abril 2019 en la sección 2006301006 del distrito 01 en el municipio de Oiartzun de la provincia Gipúzcoa. La participación electoral fue del 76.7%. El partido más votado fue el Bildu, el segundo fue el PNV, el tercero fue el UP, el cuarto fue el PSOE, y el quinto fue el PP . Contexto socioeconómico: Renta media por persona de 14722.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 791.85%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 17.3%, y un porcentaje de menores de 19 años del 19.0%. Perfil de voto: PP(1.31%), PSOE(6.28%), VOX(0.65%), Cs(1.31%), IU(0.00%), UP(16.75%)."
32496,Abril 2019,022019041162606201001,16,26,26062,2606201001,La Rioja,La Rioja,Foncea,01,86,74,0.8604651,2,72,1,71,35,14,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4861111,0.19444445,0.1388889,0.027777778,0.097222224,0.0,PP,PSOE,UP,Cs,Otros,93,54,39,0.37634408,0.53763443,0.086021505,23.0,0.73913044,0.24731183,2.0,1.0,0.5,0.08,11234.268,10618.183,28322.021,26938.115,7855.3364,6845.948,3217.8757,2985.3025,293.33163,347.2176,"elecciones: Abril 2019. municipio: Foncea. provincia: La Rioja. elecciones: Abril 2019. municipio: Foncea. provincia: La Rioja. elecciones: Abril 2019. municipio: Foncea. elecciones: Abril 2019. Resultados electorales de Abril 2019 en la sección 2606201001 del distrito 01 en el municipio de Foncea de la provincia La Rioja. La participación electoral fue del 86.0%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el Otros .Contexto socioeconómico: Renta media por persona de 11234.268 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 24.73%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 37.6%, y un porcentaje de menores de 19 años del 8.6%. Perfil de voto: PP(48.61%), PSOE(19.44%), VOX(2.78%), Cs(9.72%), IU(0.00%), UP(13.89%).","Resultados electorales de Abril 2019 en la sección 2606201001 del distrito 01 en el municipio de Foncea de la provincia La Rioja. La participación electoral fue del 86.0%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el Otros . Contexto socioeconómico: Renta media por persona de 11234.268 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 24.73%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 37.6%, y un porcentaje de menores de 19 años del 8.6%. Perfil de voto: PP(48.61%), PSOE(19.44%), VOX(2.78%), Cs(9.72%), IU(0.00%), UP(13.89%)."
121952,Diciembre 2015,022015121080912701001,08,09,09127,0912701001,Castilla y León,Burgos,Fontioso,01,55,40,0.72727275,0,40,0,40,26,6,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.15,0.1,0.0,0.075,0.0,PP,PSOE,UP,Cs,UPyD,54,30,24,0.44444445,0.5,0.055555556,17.0,0.29411766,0.3148148,6.0,0.5,0.6666667,0.26086956,11234.268,10618.183,28322.021,26938.115,7855.3364,6845.948,3217.8757,2985.3025,293.33163,347.2176,"elecciones: Diciembre 2015. municipio: Fontioso. provincia: Burgos. elecciones: Diciembre 2015. municipio: Fontioso. provincia: Burgos. elecciones: Diciembre 2015. municipio: Fontioso. elecciones: Diciembre 2015. Resultados electorales de Diciembre 2015 en la sección 0912701001 del distrito 01 en el municipio de Fontioso de la provincia Burgos. La participación electoral fue del 72.7%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el UPyD .Contexto socioeconómico: Renta media por persona de 11234.268 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 31.48%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 44.4%, y un porcentaje de menores de 19 años del 5.6%. Perfil de voto: PP(65.00%), PSOE(15.00%), VOX(0.00%), Cs(7.50%), IU(0.00%), UP(10.00%).","Resultados electorales de Diciembre 2015 en la sección 0912701001 del distrito 01 en el municipio de Fontioso de la provincia Burgos. La participación electoral fue del 72.7%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UP, el cuarto fue el Cs, y el quinto fue el UPyD . Contexto socioeconómico: Renta media por persona de 11234.268 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 31.48%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 44.4%, y un porcentaje de menores de 19 años del 5.6%. Perfil de voto: PP(65.00%), PSOE(15.00%), VOX(0.00%), Cs(7.50%), IU(0.00%), UP(10.00%)."
97876,Noviembre 2011,022011111122807301008,12,28,28073,2807301008,Madrid,Madrid,Humanes De Madrid,01,1408,1148,0.81534094,11,1137,23,1114,566,280,0,0,83,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0.49780124,0.24626209,0.0,0.0,0.0,0.07299912,PP,PSOE,UPyD,IU,Otros,2236,1144,1092,0.03801431,0.6703936,0.29159212,8560.0,0.12056075,3.8282647,2602.0,0.48001537,0.28862414,0.23311235,10288.0,9825.0,32926.0,31643.0,10389.0,9470.0,841.0,772.0,178.0,274.0,"elecciones: Noviembre 2011. municipio: Humanes De Madrid. provincia: Madrid. elecciones: Noviembre 2011. municipio: Humanes De Madrid. provincia: Madrid. elecciones: Noviembre 2011. municipio: Humanes De Madrid. elecciones: Noviembre 2011. Resultados electorales de Noviembre 2011 en la sección 2807301008 del distrito 01 en el municipio de Humanes De Madrid de la provincia Madrid. La participación electoral fue del 81.5%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UPyD, el cuarto fue el IU, y el quinto fue el Otros .Contexto socioeconómico: Renta media por persona de 10288.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 382.83%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 3.8%, y un porcentaje de menores de 19 años del 29.2%. Perfil de voto: PP(49.78%), PSOE(24.63%), VOX(0.00%), Cs(0.00%), IU(7.30%), UP(0.00%).","Resultados electorales de Noviembre 2011 en la sección 2807301008 del distrito 01 en el municipio de Humanes De Madrid de la provincia Madrid. La participación electoral fue del 81.5%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el UPyD, el cuarto fue el IU, y el quinto fue el Otros . Contexto socioeconómico: Renta media por persona de 10288.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 382.83%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 3.8%, y un porcentaje de menores de 19 años del 29.2%. Perfil de voto: PP(49.78%), PSOE(24.63%), VOX(0.00%), Cs(0.00%), IU(7.30%), UP(0.00%)."
170667,Junio 2016,022016061122807903074,12,28,28079,2807903074,Madrid,Madrid,Madrid,03,984,787,0.79979676,3,784,4,780,485,67,125,93,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.6186224,0.08545918,0.11862245,0.0038265307,0.15943877,0.0,PP,Cs,UP,PSOE,PACMA,1128,490,638,0.35283688,0.53014183,0.11702128,1794419.0,0.09957262,1590.797,251888.0,0.45476165,0.51697975,0.12309395,21404.0,20088.0,52415.0,48736.0,16324.0,13891.0,7283.0,7386.0,195.0,176.0,"elecciones: Junio 2016. municipio: Madrid. provincia: Madrid. elecciones: Junio 2016. municipio: Madrid. provincia: Madrid. elecciones: Junio 2016. municipio: Madrid. elecciones: Junio 2016. Resultados electorales de Junio 2016 en la sección 2807903074 del distrito 03 en el municipio de Madrid de la provincia Madrid. La participación electoral fue del 80.0%. El partido más votado fue el PP, el segundo fue el Cs, el tercero fue el UP, el cuarto fue el PSOE, y el quinto fue el PACMA .Contexto socioeconómico: Renta media por persona de 21404.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 159079.70%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 35.3%, y un porcentaje de menores de 19 años del 11.7%. Perfil de voto: PP(61.86%), PSOE(8.55%), VOX(0.38%), Cs(15.94%), IU(0.00%), UP(11.86%).","Resultados electorales de Junio 2016 en la sección 2807903074 del distrito 03 en el municipio de Madrid de la provincia Madrid. La participación electoral fue del 80.0%. El partido más votado fue el PP, el segundo fue el Cs, el tercero fue el UP, el cuarto fue el PSOE, y el quinto fue el PACMA . Contexto socioeconómico: Renta media por persona de 21404.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 159079.70%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 35.3%, y un porcentaje de menores de 19 años del 11.7%. Perfil de voto: PP(61.86%), PSOE(8.55%), VOX(0.38%), Cs(15.94%), IU(0.00%), UP(11.86%)."
77281,Noviembre 2011,022011111014102402001,01,41,41024,4102402001,Andalucía,Sevilla,Carmona,02,812,591,0.7278325,7,584,5,579,284,189,0,0,59,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.48630136,0.32363012,0.0,0.0,0.0,0.1010274,PP,PSOE,IU,UPyD,Otros,1007,480,527,0.224429,0.5948362,0.18073486,8052.0,0.2036761,7.996028,6113.0,0.4353018,0.4043841,0.43155664,9814.0,9366.0,27261.0,25528.0,6748.0,5925.0,3214.0,2983.0,383.0,357.0,"elecciones: Noviembre 2011. municipio: Carmona. provincia: Sevilla. elecciones: Noviembre 2011. municipio: Carmona. provincia: Sevilla. elecciones: Noviembre 2011. municipio: Carmona. elecciones: Noviembre 2011. Resultados electorales de Noviembre 2011 en la sección 4102402001 del distrito 02 en el municipio de Carmona de la provincia Sevilla. La participación electoral fue del 72.8%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el IU, el cuarto fue el UPyD, y el quinto fue el Otros .Contexto socioeconómico: Renta media por persona de 9814.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 799.60%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 22.4%, y un porcentaje de menores de 19 años del 18.1%. Perfil de voto: PP(48.63%), PSOE(32.36%), VOX(0.00%), Cs(0.00%), IU(10.10%), UP(0.00%).","Resultados electorales de Noviembre 2011 en la sección 4102402001 del distrito 02 en el municipio de Carmona de la provincia Sevilla. La participación electoral fue del 72.8%. El partido más votado fue el PP, el segundo fue el PSOE, el tercero fue el IU, el cuarto fue el UPyD, y el quinto fue el Otros . Contexto socioeconómico: Renta media por persona de 9814.0 euros, con un porcentaje de afiliados a la Seguridad Social respecto a la población del 799.60%. Contexto demográfico: La sección tiene un porcentaje de mayores de 65 años del 22.4%, y un porcentaje de menores de 19 años del 18.1%. Perfil de voto: PP(48.63%), PSOE(32.36%), VOX(0.00%), Cs(0.00%), IU(10.10%), UP(0.00%)."
